time,lat,long,accuracy,num_uniwide_aps,strength,protocol,speed,freq,bssid,ip
1507692066782,-33.91873414,151.23086708,4.0,18,-83,g (OFDM),13,5.0,08:cc:68:b5:86:8e,10.249.53.116
1507692071063,-33.91878444,151.23082973,3.0,18,-83,g (OFDM),13,5.0,08:cc:68:b5:86:8e,10.249.53.116
1507692073880,-33.91883269,151.23079975,4.0,18,-83,g (OFDM),13,5.0,08:cc:68:b5:86:8e,10.249.53.116
1507692078786,-33.918869,151.23078209,4.0,19,-83,g (OFDM),13,5.0,08:cc:68:b5:86:8e,10.249.53.116
1507692082847,-33.91892598,151.23079851,5.0,12,-83,g (OFDM),13,5.0,08:cc:68:b5:86:8e,10.249.53.116
1507692083805,-33.9189469,151.23079551,5.0,12,-83,g (OFDM),13,5.0,08:cc:68:b5:86:8e,10.249.53.116
1507692087058,-33.91898601,151.23084607,4.0,12,-83,g (OFDM),13,5.0,08:cc:68:b5:86:8e,10.249.53.116
1507692090871,-33.91904367,151.23087323,4.0,14,-83,g (OFDM),13,5.0,08:cc:68:b5:86:8e,10.249.53.116
1507692094965,-33.91908151,151.23086267,4.0,11,-83,g (OFDM),13,5.0,08:cc:68:b5:86:8e,10.249.53.116
1507692097854,-33.91911394,151.23085299,3.0,11,-83,g (OFDM),13,5.0,08:cc:68:b5:86:8e,10.249.53.116
1507692102851,-33.91914541,151.23084794,3.0,12,-83,g (OFDM),13,5.0,54:78:1a:bf:77:36,10.249.53.116
1507692106921,-33.91917726,151.23083712,4.0,12,-83,g (OFDM),13,5.0,54:78:1a:bf:77:36,10.249.53.116
1507692110871,-33.91922742,151.23082266,4.0,8,-83,g (OFDM),13,5.0,54:78:1a:bf:77:36,10.249.53.116
1507692114878,-33.91927199,151.23079627,4.0,10,-83,g (OFDM),13,5.0,54:78:1a:bf:77:36,10.249.53.116
1507692118875,-33.91932753,151.230738,5.0,12,-83,g (OFDM),13,5.0,54:78:1a:bf:77:36,10.249.53.116
1507692121983,-33.91937313,151.23069713,4.0,14,-127,b (DSSS),-1,0.0,00:00:00:00:00:00,
